r,epsilon,long_memory_score,smooth_even_score,resonant_even_score,odd_even_motif_index,even_decay_index,resonance_index,motif_25,motif_50,motif_75,motif_100,motif_125,motif_150,motif_175,motif_200,motif_225,motif_250,motif_260,comp_25,comp_50,comp_75,comp_100,comp_125,comp_150,comp_175,comp_200,comp_225,comp_250,comp_260,frame_25,frame_50,frame_75,frame_100,frame_125,frame_150,frame_175,frame_200,frame_225,frame_250,frame_260,wall_period,wall_spectral_entropy,wall_ac_late_mean,mean_wall_velocity,max_cluster_lifetime,global_period
3.855,0.1307,1.0971086995027774e-05,0.0,1.0971086995027774e-05,0.5608837301587302,0.0,0.11217985714285714,5e-05,0.5099464285714286,0.0,0.7420833333333333,0.0,0.46605,2.777777777777778e-05,0.669125,0.0,0.41729166666666667,0.6142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15038333333333334,0.8595178571428571,0.15623076923076923,0.9402916666666666,0.16238636363636363,0.843875,0.1721111111111111,0.916875,0.1807857142857143,0.8262916666666666,0.9014285714285715,300.5,0.5447968294655321,-0.08058568660004758,0.17271515553733047,36.0,101.5
3.855,0.136,1.2625762067049342e-05,3.955078530244863e-06,8.670683536804479e-06,0.585037152014652,0.034568880952380955,0.11702107142857143,0.00011666666666666667,0.5218392857142857,5.769230769230769e-05,0.7090416666666667,0.0,0.516625,0.00016666666666666666,0.6630625,0.0,0.5149583333333333,0.6295982142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14566666666666667,0.8712678571428571,0.14698076923076925,0.9352916666666666,0.14784090909090908,0.87245,0.14916666666666667,0.924625,0.1495,0.8750833333333333,0.9177232142857144,151.47087378640776,0.7934955432506985,-0.005869556047819843,0.1847378015431421,67.0,3.0002000200020005
3.865,0.12,3.2280331876801277e-06,3.6731200558946393e-07,2.8607211820906634e-06,0.568668988095238,0.04172447619047619,0.11373446428571428,1.6666666666666667e-05,0.47826785714285713,0.0,0.7510416666666667,0.0,0.465125,0.0,0.68621875,0.0,0.46270833333333333,0.6253124999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14868333333333333,0.8578035714285714,0.14984615384615385,0.948,0.15302272727272728,0.857125,0.1563888888888889,0.92696875,0.161,0.8560416666666667,0.9099107142857144,101.5,0.5127784503228686,-0.013362985320146934,0.17127219947070704,15.0,2.1944444444444446
3.865,0.1253,1.5772837683769112e-05,0.0,1.5772837683769112e-05,0.5557622448384949,0.0,0.11122541666666667,0.0001833333333333333,0.491625,0.00040384615384615383,0.7597916666666666,0.00027272727272727274,0.4565,0.0005,0.68096875,0.0004642857142857143,0.39175,0.6318303571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15356666666666668,0.8530892857142858,0.15986538461538463,0.9409791666666667,0.16645454545454547,0.83775,0.17494444444444446,0.914875,0.18757142857142856,0.8159166666666666,0.8972321428571428,400.0,0.5742287368359494,-0.07195100155145309,0.17194021478975594,42.0,101.5
3.865,0.1307,1.4126808701501979e-05,0.0,1.4126808701501979e-05,0.6985470833333334,0.0,0.13971008333333332,1.6666666666666667e-05,0.577375,0.0,0.9233750000000001,0.0,0.568075,0.0,0.88721875,0.0,0.5367083333333333,0.858125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357,0.8672678571428571,0.13623076923076924,0.9824375000000001,0.13729545454545455,0.8669,0.1393888888888889,0.97471875,0.14307142857142857,0.8600833333333333,0.9676339285714286,300.5,0.4901051761960051,-0.04659968047980308,0.15335609996893138,8.0,101.72463768115942
3.865,0.136,1.7967473027597997e-05,0.0,1.7967473027597997e-05,0.6482644444444444,0.0,0.129654,0.0,0.531875,0.0,0.8854166666666666,0.0,0.5096,2.777777777777778e-05,0.83125,0.0,0.4832083333333333,0.7942857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13721666666666665,0.8669464285714286,0.14059615384615387,0.9736875,0.14436363636363636,0.8596,0.1488611111111111,0.9579375,0.15296428571428572,0.8528333333333333,0.948125,202.0,0.48496221686705276,-0.05753438230991362,0.16702518492895654,35.0,201.5
3.8717,0.103,1.006226732860645e-06,0.0,1.006226732860645e-06,0.24966912906537905,0.0,0.05031313095238095,0.0005833333333333333,0.3085178571428571,0.0011153846153846153,0.253375,0.0014545454545454545,0.2338,0.0017222222222222222,0.24846875000000002,0.004607142857142857,0.21366666666666667,0.21254464285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23585,0.8126428571428571,0.2516538461538462,0.786875,0.2696590909090909,0.7699,0.2822777777777778,0.7635625,0.3018571428571428,0.7451666666666666,0.7407589285714286,151.85185185185185,0.7894339769038076,-0.019683214396881286,0.31246687150685004,17.0,2.883464943766451
3.8717,0.1083,1.5396030327671082e-05,7.571530974362144e-06,7.824499353308937e-06,0.362674986957487,0.06554286904761905,0.07294969047619047,0.0006666666666666666,0.41644642857142855,0.0010769230769230769,0.384125,0.0015681818181818182,0.352525,0.0020555555555555557,0.3416875,0.005,0.32895833333333335,0.32848214285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941,0.8432678571428571,0.21340384615384614,0.8263125,0.23231818181818184,0.80125,0.24733333333333332,0.7896875,0.2537857142857143,0.7811666666666667,0.7800446428571428,350.0,0.839523937530382,-0.03611931716336241,0.2096257361369518,14.0,101.83400934885631
3.8717,0.1137,2.1972100837500102e-05,1.0986050418750051e-05,1.0986050418750051e-05,0.4180888542013542,0.08365540476190476,0.08365540476190476,0.00015000000000000001,0.48996428571428574,0.0003269230769230769,0.4493958333333333,9.09090909090909e-05,0.41465,0.00019444444444444446,0.377375,0.00017857142857142857,0.36,0.35861607142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1595,0.8721071428571429,0.17457692307692307,0.8551041666666667,0.18838636363636363,0.8389249999999999,0.2013888888888889,0.82365625,0.21814285714285714,0.8122083333333333,0.8102678571428572,233.83333333333334,0.7282670961514467,-0.06642003543332117,0.16972413387043472,26.0,201.00251256281408
3.8717,0.119,1.222309396890397e-05,0.0,1.222309396890397e-05,0.4647893532856033,0.0,0.09299417857142857,5e-05,0.38616071428571425,9.615384615384615e-05,0.6163125,9.09090909090909e-05,0.372975,0.0002777777777777778,0.57353125,0.0003928571428571429,0.375875,0.541875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16801666666666668,0.8431785714285714,0.17451923076923076,0.9156875,0.17947727272727274,0.8374,0.1835277777777778,0.89896875,0.18689285714285714,0.8341666666666667,0.8840178571428572,101.5,0.647634237687738,-0.010811705561170065,0.1896924331406192,17.0,101.5
3.875,0.12,1.5394653152515514e-05,5.844424688388805e-06,9.55022846412671e-06,0.3910045505883006,0.01638392857142857,0.07840620238095239,0.00046666666666666666,0.35135714285714287,0.0006346153846153846,0.5034166666666666,0.0011818181818181817,0.33947499999999997,0.0015277777777777779,0.43453125000000004,0.0013214285714285715,0.331375,0.3953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19203333333333333,0.8266249999999999,0.20188461538461538,0.8744583333333333,0.21034090909090908,0.816575,0.2194722222222222,0.84396875,0.22810714285714284,0.8042916666666666,0.8235714285714286,300.5,0.7999235364147358,-0.021627959248422996,0.21678314559782938,22.0,102.21724925387448
3.875,0.1253,1.1047122284978994e-06,0.0,1.1047122284978994e-06,0.6267073443223443,0.0,0.12534290476190477,1.6666666666666667e-05,0.5013392857142858,1.923076923076923e-05,0.8447291666666666,0.0,0.496525,0.0,0.8115625,0.0,0.4794166666666667,0.6749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14596666666666666,0.8568035714285714,0.14703846153846153,0.9674583333333333,0.1481818181818182,0.8556,0.14905555555555555,0.9590625,0.151,0.8544166666666666,0.9326339285714286,2.1944444444444446,0.5361935269270578,-0.012181252793519422,0.16395109946042957,8.0,2.1944444444444446
3.875,0.1307,3.834824047647196e-05,0.0,3.834824047647196e-05,0.6182312314074814,0.0,0.12365246428571429,5e-05,0.47626785714285713,1.923076923076923e-05,0.8959166666666667,2.2727272727272726e-05,0.45094999999999996,2.777777777777778e-05,0.8479687499999999,3.571428571428572e-05,0.42020833333333335,0.8226339285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16378333333333334,0.8395357142857143,0.16592307692307692,0.9758333333333333,0.16947727272727273,0.83245,0.17375000000000002,0.96321875,0.1790357142857143,0.82175,0.9559375,300.5,0.5762866756756921,-0.05928974119297658,0.1833802362447044,21.0,300.5
3.875,0.136,2.6402441008323758e-05,0.0,2.6402441008323758e-05,0.5208929534354534,0.0,0.10421245238095238,8.333333333333334e-05,0.45848214285714284,3.846153846153846e-05,0.7126874999999999,0.00011363636363636364,0.42335,0.00011111111111111112,0.61975,0.0005,0.3910416666666667,0.571875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16688333333333333,0.8435535714285715,0.1764230769230769,0.9300625,0.18456818181818183,0.83265,0.19033333333333333,0.90209375,0.19692857142857143,0.8225,0.8860714285714286,301.0,0.6786801297146003,-0.03535142504370996,0.18519205401254274,19.0,201.00251256281408
3.8883,0.103,3.4448381727235165e-06,0.0,3.4448381727235165e-06,0.16614114010989012,0.0,0.034129964285714284,0.0007833333333333334,0.21776785714285715,0.0018076923076923077,0.17954166666666665,0.0025,0.152325,0.0069166666666666664,0.15628125,0.010535714285714285,0.14733333333333332,0.15129464285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2846666666666666,0.7733392857142857,0.3102884615384615,0.7505625,0.32888636363636364,0.73175,0.34102777777777776,0.71971875,0.35317857142857145,0.7075,0.7027678571428572,201.49292149292148,0.8201269305375823,-0.01650817791489362,0.3862671047620287,10.0,201.49292149292148
3.8883,0.1083,1.3815469202333039e-05,6.85248811451704e-06,6.962981087815999e-06,0.40392400446775445,0.06594063095238095,0.08099667857142856,0.0007666666666666666,0.4191607142857143,0.0013076923076923077,0.40291666666666665,0.0009090909090909091,0.407225,0.0007777777777777778,0.40190625,0.0015357142857142857,0.3937083333333333,0.38754464285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17431666666666668,0.8531428571428572,0.18098076923076922,0.8485416666666666,0.18370454545454545,0.8449,0.1904722222222222,0.83690625,0.19325,0.83375,0.8332589285714286,201.82652210175146,0.745807659455765,-0.023736211142809726,0.21861457296028633,13.0,102.375972651202
3.8883,0.1137,2.515458240760179e-05,1.244002251479825e-05,1.2714559892803541e-05,0.5384633544233545,0.09703664285714286,0.10795038095238096,0.0005,0.5863928571428572,0.0012692307692307692,0.5595416666666666,0.0015227272727272728,0.538575,0.0012222222222222222,0.521875,0.0019285714285714286,0.492375,0.4860714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1399,0.8851607142857143,0.15701923076923077,0.8680208333333334,0.16902272727272727,0.857775,0.17527777777777778,0.8471875,0.18828571428571428,0.8277083333333333,0.82,240.0,0.7316251991657602,-0.05263670866639976,0.14122955167824985,15.0,121.03896804835924
3.8883,0.119,1.276926621933525e-05,3.994414749936636e-06,8.774851469398614e-06,0.38989014110889114,0.05041567857142858,0.0782087261904762,0.0009666666666666667,0.4441785714285714,0.0009230769230769231,0.42264583333333333,0.0010681818181818182,0.39355,0.0011666666666666665,0.36146875,0.0016428571428571427,0.333375,0.33125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18831666666666666,0.8445178571428571,0.20726923076923076,0.8330208333333333,0.21563636363636363,0.814125,0.2356111111111111,0.7953125000000001,0.24707142857142855,0.7787083333333333,0.7772321428571429,400.0,0.7890112438354178,-0.02700349655642286,0.19983663979057842,14.0,101.50251256281408
3.905,0.103,3.6422402789289985e-07,0.0,3.6422402789289985e-07,0.19724430597180598,0.0,0.04020830952380952,0.0010833333333333333,0.2503035714285714,0.0024230769230769228,0.206375,0.0025909090909090908,0.19067499999999998,0.0056388888888888895,0.1823125,0.0072499999999999995,0.17554166666666665,0.17258928571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28305,0.7843928571428571,0.29903846153846153,0.7641458333333333,0.31431818181818183,0.7499750000000001,0.32902777777777775,0.7344062499999999,0.33782142857142855,0.7190416666666667,0.7183035714285715,36.17250673854448,0.814207510895157,-0.003359318453229364,0.41824147559259817,13.0,3.7915543575920934
3.905,0.1083,1.584956936150672e-06,0.0,1.584956936150672e-06,0.19919085331335332,0.0,0.040550357142857145,0.0011333333333333334,0.23257142857142857,0.001807692307692308,0.21160416666666668,0.0031136363636363636,0.200125,0.004,0.1935,0.007749999999999999,0.17595833333333333,0.18441964285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26216666666666666,0.7772857142857142,0.28365384615384615,0.7578333333333334,0.297,0.74485,0.32125000000000004,0.72246875,0.34010714285714283,0.70225,0.7063392857142857,102.76078831124703,0.7248878864046786,-0.03631628625013872,0.36812044319747883,21.0,102.76078831124703
3.905,0.1137,4.0076223003520456e-05,1.8745346333141206e-05,2.133087667037925e-05,0.3625099443611944,0.0597877619047619,0.0728685119047619,0.0009333333333333333,0.3977857142857143,0.0008653846153846154,0.37277083333333333,0.0011818181818181819,0.350375,0.002611111111111111,0.34203125,0.0035714285714285718,0.35875,0.34084821428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18425,0.8397678571428572,0.20469230769230767,0.8197916666666667,0.2228409090909091,0.8006,0.23552777777777778,0.79653125,0.23789285714285716,0.79425,0.7882589285714285,250.0,0.8147598085638164,-0.030696315097524744,0.18958145427515205,14.0,250.5586592178771
3.905,0.119,5.0777637207585496e-05,2.5388818603792748e-05,2.5388818603792748e-05,0.49779707681207686,0.10017795238095238,0.10017795238095238,0.0011666666666666668,0.5528571428571429,0.0020384615384615385,0.5087916666666666,0.002159090909090909,0.493925,0.0047777777777777775,0.48325,0.005321428571428572,0.465625,0.45370535714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15453333333333333,0.8691785714285714,0.17896153846153845,0.8443541666666667,0.19311363636363635,0.8291,0.20630555555555558,0.8203750000000001,0.21225,0.8096666666666666,0.8041071428571429,350.0,0.7562217008471728,-0.05729984121452024,0.1401358401658106,13.0,300.561797752809
